URL,Duration(second),Standard Deviation
https://www.youtube.com/watch?v=ACO7rqt52_E,488,20.15201742328479
https://www.youtube.com/watch?v=EAwDIJrfKNs,389,9.563861961639857
https://www.youtube.com/watch?v=l2-wGQBUdMc,839,10.38708725450273
https://www.youtube.com/watch?v=4T6kphD7o_E,334,14.895226369378927
https://www.youtube.com/watch?v=0zIacy_eqFk,598,20.18136516690583
https://www.youtube.com/watch?v=lYyoKrHZCbY,645,15.26623238522424
https://www.youtube.com/watch?v=mKqFKQQWAAY,332,22.691775308835282
https://www.youtube.com/watch?v=YFtAm4LLpl4,413,13.896850325868515
https://www.youtube.com/watch?v=1QWFIoBcQaA,723,8.784455968736292
https://www.youtube.com/watch?v=TBcfWNNYWQc,464,16.132265804901678
https://www.youtube.com/watch?v=OEXr3Md1Z5E,879,12.521270791026852
https://www.youtube.com/watch?v=utFEcLrgm2w,673,33.453180893739585
https://www.youtube.com/watch?v=Xg2AEZLndag,608,23.22482056441843
https://www.youtube.com/watch?v=p3Sgbn6sd5Y,793,30.456220398249446
https://www.youtube.com/watch?v=24F4wDHffBs,1142,13.202686916997418
https://www.youtube.com/watch?v=h2HCCmZEf0Q,663,23.993934331161505
https://www.youtube.com/watch?v=zciF9muruMM,495,19.652693802693364
https://www.youtube.com/watch?v=qLhpCncXmSk,307,29.089488601682877
https://www.youtube.com/watch?v=tPLt0hAEhHY,795,15.008730883838387
https://www.youtube.com/watch?v=Z1pLBRHEy70,614,17.042164596953636
https://www.youtube.com/watch?v=iwuhMgnMfx4,842,27.635196428334886
https://www.youtube.com/watch?v=m_Qa6SDO6PI,691,20.719295956975493
https://www.youtube.com/watch?v=GHcQWZnKKdA,626,18.20679895930834
https://www.youtube.com/watch?v=i97yfno_ugc,630,10.130665599432662
https://www.youtube.com/watch?v=9wBBMUjAKYY,818,15.088308867195133
https://www.youtube.com/watch?v=mUALol06LEw,636,25.705901820977846
https://www.youtube.com/watch?v=E1Er9LU8Iuw,859,16.474316118056905
https://www.youtube.com/watch?v=EywtKe8oboI,310,27.799999999999997
https://www.youtube.com/watch?v=d6gTBG2XtrQ,619,22.54589675123747
https://www.youtube.com/watch?v=r3mrbjfIews,731,12.181953866272849
https://www.youtube.com/watch?v=E5yLbe-Mc7M,398,25.572035391865864
https://www.youtube.com/watch?v=VDkPrBeJbf4,601,22.312048314755863
https://www.youtube.com/watch?v=fpaMeIfoWTY,889,16.32367061117757
https://www.youtube.com/watch?v=KBl6PirNFqw,493,20.261610794117985
https://www.youtube.com/watch?v=t0OTbHiILdI,817,16.241952481403313
https://www.youtube.com/watch?v=bG3Y4wx1yrU,545,20.54263858417414
https://www.youtube.com/watch?v=sJOh-OwG5gw,424,11.899480372524451
https://www.youtube.com/watch?v=9h1biJG5Eqc,513,11.725373128391267
https://www.youtube.com/watch?v=Ose2GuGatIk,339,29.123658767400773
https://www.youtube.com/watch?v=YEFfSj5NgSM,564,22.16458206375527
https://www.youtube.com/watch?v=yk9eJWU-Tg4,1198,19.039596789083046
https://www.youtube.com/watch?v=AIHO1sOyPgU,739,11.818629362155326
https://www.youtube.com/watch?v=UJNxczSE-9E,766,22.493161353893935
https://www.youtube.com/watch?v=bucaQ610swQ,547,24.33298548936165
https://www.youtube.com/watch?v=EaK0yqW0vB8,648,23.771510485112252
https://www.youtube.com/watch?v=_PObBpO4_-4,307,18.14222962779847
https://www.youtube.com/watch?v=eg2quXkv3s4,978,27.36120328791696
https://www.youtube.com/watch?v=d9XqD6jEGa0,366,20.131814146479755
https://www.youtube.com/watch?v=dT-ACrAho4I,911,13.114072170340107
